Age,Attrition,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
22,No,Travel_Rarely,8,1,2,1,1,Laboratory Technician,1,2451,1,No,1,1,4,3,2,4,1,1
48,No,Travel_Rarely,6,3,1,2,2,Healthcare Representative,3,4240,2,No,4,0,19,0,3,2,2,2
48,No,Travel_Rarely,4,4,3,2,3,Healthcare Representative,3,10999,7,No,2,0,27,3,3,15,4,8
41,No,Travel_Rarely,7,2,4,3,2,Manufacturing Director,3,5003,6,No,2,0,8,6,3,2,2,1
39,No,Travel_Rarely,1,1,4,2,4,Manufacturing Director,4,12742,1,No,3,1,21,3,3,21,11,8
27,No,Travel_Rarely,2,4,1,3,2,Manufacturing Director,4,4227,0,No,2,1,4,2,3,3,2,2
35,No,Travel_Rarely,10,3,2,3,1,Laboratory Technician,4,3917,1,No,1,1,3,4,2,3,1,2
42,No,Travel_Rarely,5,2,4,3,5,Manager,3,18303,6,No,2,0,21,3,4,1,0,0
50,No,Travel_Rarely,9,3,1,3,1,Laboratory Technician,4,2380,4,No,2,0,8,5,3,1,0,0
59,No,Travel_Rarely,2,3,3,2,4,Manufacturing Director,4,13726,3,Yes,1,0,30,4,3,5,4,3
37,Yes,Travel_Rarely,11,2,1,1,2,Healthcare Representative,2,4777,5,No,1,0,15,2,1,1,0,0
55,No,Travel_Frequently,18,4,3,3,2,Healthcare Representative,2,6385,3,Yes,4,2,17,3,3,8,6,7
41,No,Non-Travel,7,1,2,1,5,Research Director,3,19973,1,No,2,2,21,3,3,21,5,10
38,No,Travel_Rarely,3,4,2,3,2,Sales Executive,4,6861,8,Yes,3,0,19,1,3,1,0,0
26,Yes,Non-Travel,29,2,2,1,2,Sales Executive,1,4969,8,No,4,0,7,6,3,2,2,2
52,Yes,Travel_Rarely,2,1,1,1,5,Manager,4,19845,1,No,4,1,33,3,3,32,6,9
44,No,Travel_Rarely,28,3,4,4,4,Sales Executive,4,13320,3,Yes,3,1,23,2,3,12,11,11
50,No,Non-Travel,1,3,4,3,2,Sales Executive,3,6347,0,No,1,1,19,3,3,18,0,13
36,Yes,Travel_Rarely,16,4,3,4,1,Laboratory Technician,1,2743,1,No,3,0,18,1,3,17,15,14
39,No,Travel_Frequently,22,3,4,3,3,Manufacturing Director,1,10880,1,Yes,3,0,21,2,3,21,2,8
33,No,Non-Travel,8,1,2,2,1,Sales Representative,4,2342,0,No,4,0,3,2,2,2,2,2
45,No,Travel_Rarely,11,2,4,3,4,Manager,4,17650,3,No,2,1,26,4,4,9,1,1
32,No,Non-Travel,29,4,4,3,1,Laboratory Technician,3,4025,9,No,2,0,10,2,3,8,7,7
34,No,Travel_Rarely,1,4,2,4,2,Sales Executive,4,9725,0,No,4,1,16,2,2,15,0,9
59,No,Travel_Rarely,1,2,2,3,3,Manager,4,11904,3,Yes,3,1,14,1,1,6,0,4
45,No,Travel_Rarely,24,4,2,3,1,Human Resources,2,2177,1,No,1,0,6,3,3,6,0,4
53,No,Travel_Frequently,2,3,3,2,3,Sales Executive,2,7525,2,No,1,1,30,2,3,15,6,12
36,Yes,Travel_Rarely,15,3,1,3,2,Laboratory Technician,3,4834,7,No,2,1,9,3,2,1,0,0
26,Yes,Travel_Frequently,2,3,1,3,1,Research Scientist,1,2042,6,Yes,2,1,6,2,3,3,1,2
34,No,Travel_Rarely,10,4,3,3,1,Sales Representative,3,2220,1,Yes,4,1,1,2,3,1,0,0
28,No,Travel_Rarely,10,1,4,3,1,Sales Representative,2,1052,1,No,2,0,1,5,3,1,0,0
38,No,Travel_Frequently,3,4,3,3,1,Research Scientist,3,2821,3,No,1,1,8,2,3,2,2,2
50,No,Travel_Rarely,2,4,2,3,5,Research Director,3,19237,2,Yes,4,1,29,2,2,8,7,7
37,No,Travel_Rarely,3,3,4,3,2,Healthcare Representative,2,4107,3,No,1,0,8,3,2,4,0,1
40,No,Travel_Rarely,26,3,3,3,2,Sales Executive,1,8396,1,No,2,1,8,3,2,7,7,5
26,No,Travel_Frequently,1,1,1,2,1,Research Scientist,3,2007,1,No,3,2,5,5,3,5,1,3
46,No,Travel_Rarely,1,4,4,3,5,Research Director,4,19627,9,No,4,2,23,0,3,2,2,2
54,No,Travel_Rarely,2,4,3,2,3,Sales Executive,3,10686,6,No,2,1,13,4,3,9,7,0
56,No,Travel_Frequently,9,3,1,3,1,Research Scientist,3,2942,2,No,2,1,18,4,3,5,0,3
36,No,Travel_Rarely,12,5,4,2,3,Manufacturing Director,4,8858,0,No,2,0,15,2,2,14,7,8
55,No,Non-Travel,2,1,3,2,4,Manager,1,16756,7,No,2,0,31,3,4,9,6,2
43,No,Travel_Rarely,25,3,3,2,3,Sales Executive,4,10798,5,No,3,1,18,5,3,1,0,0
20,Yes,Travel_Frequently,9,3,4,3,1,Sales Representative,4,2323,1,Yes,2,0,2,3,3,2,0,2
21,Yes,Travel_Rarely,10,3,3,2,1,Laboratory Technician,1,1416,1,No,1,0,1,6,2,1,1,0
46,No,Travel_Rarely,8,4,4,2,2,Research Scientist,1,4615,8,Yes,1,3,19,2,3,16,1,7
51,Yes,Travel_Rarely,4,4,1,3,1,Research Scientist,3,2461,9,Yes,3,3,18,2,4,10,2,7
28,Yes,Non-Travel,24,2,2,2,3,Healthcare Representative,1,8722,1,No,1,0,10,2,2,10,1,9
26,No,Travel_Rarely,1,2,1,2,1,Laboratory Technician,1,3955,1,No,1,2,6,2,3,5,1,3
30,No,Travel_Rarely,20,3,3,3,2,Manufacturing Director,1,9957,0,No,3,1,7,1,2,6,0,2
41,No,Travel_Rarely,7,2,2,4,1,Research Scientist,3,3376,1,No,3,0,10,3,3,10,0,8
38,No,Travel_Rarely,17,1,3,2,3,Healthcare Representative,3,8823,0,No,1,1,20,4,2,19,1,9
40,No,Travel_Rarely,20,4,1,3,3,Healthcare Representative,4,10322,4,No,4,1,14,6,3,11,11,1
27,No,Non-Travel,8,5,1,1,1,Laboratory Technician,3,4621,1,No,4,3,3,4,3,3,1,2
55,No,Travel_Frequently,2,1,4,3,3,Manufacturing Director,2,10976,3,No,2,1,23,4,3,3,1,2
28,No,Travel_Rarely,10,3,3,3,2,Research Scientist,3,3660,3,No,4,0,10,4,4,8,1,7
44,Yes,Travel_Rarely,1,2,2,2,3,Human Resources,1,10482,9,No,4,1,24,1,3,20,3,6
33,No,Travel_Rarely,5,3,4,2,3,Healthcare Representative,4,7119,4,No,3,1,9,2,3,3,1,2
35,Yes,Travel_Rarely,4,3,4,3,3,Sales Executive,1,9582,0,Yes,1,0,9,2,3,8,4,7
33,Yes,Travel_Frequently,29,4,1,2,2,Research Scientist,3,4508,1,No,2,0,14,4,3,13,3,8
28,No,Travel_Rarely,15,2,1,3,1,Laboratory Technician,3,2207,1,No,4,1,4,5,2,4,2,2
34,No,Travel_Frequently,3,1,1,3,2,Healthcare Representative,4,7756,0,No,3,0,7,1,2,6,0,4
37,No,Travel_Rarely,10,4,4,2,2,Sales Executive,4,6694,2,Yes,3,3,8,5,3,1,0,0
25,Yes,Travel_Rarely,4,1,4,3,1,Laboratory Technician,4,3691,1,Yes,2,1,7,3,4,7,5,6
26,Yes,Travel_Rarely,21,3,1,3,1,Laboratory Technician,3,2377,1,No,3,1,1,0,2,1,0,0
33,Yes,Travel_Rarely,25,3,1,2,1,Research Scientist,2,2313,4,Yes,2,0,5,0,3,2,2,2
42,No,Travel_Rarely,2,2,4,3,4,Manager,1,17665,0,No,4,1,23,3,3,22,13,7
28,Yes,Travel_Frequently,1,3,1,2,1,Laboratory Technician,2,2596,1,No,1,2,1,2,3,1,0,0
50,Yes,Travel_Frequently,1,4,4,3,2,Sales Executive,3,4728,3,Yes,4,0,5,4,3,0,0,0
33,No,Travel_Frequently,7,3,4,3,2,Sales Executive,2,4302,0,No,3,1,4,3,3,3,0,2
34,No,Non-Travel,3,4,3,2,1,Research Scientist,4,2979,3,No,4,3,6,2,3,0,0,0
48,No,Non-Travel,1,4,1,4,4,Manager,4,16885,2,No,3,0,27,3,2,5,2,1
45,No,Non-Travel,9,4,2,2,2,Sales Executive,3,5593,1,No,4,1,15,2,3,15,4,12
52,No,Travel_Rarely,7,4,2,3,3,Healthcare Representative,2,10445,7,No,4,0,18,4,3,8,4,0
38,No,Travel_Rarely,10,4,3,2,3,Sales Executive,3,8740,0,Yes,2,2,9,2,3,8,2,7
29,No,Travel_Rarely,28,4,3,3,1,Research Scientist,4,2514,4,No,1,1,11,1,3,7,1,7
28,No,Travel_Rarely,3,3,4,3,3,Manufacturing Director,2,7655,0,No,2,3,10,3,2,9,1,7
46,No,Travel_Rarely,3,1,1,3,4,Manager,3,17465,3,No,4,1,23,3,3,12,4,9
38,No,Travel_Rarely,2,2,4,3,3,Sales Executive,2,7351,7,No,3,0,10,2,3,1,0,0
43,No,Travel_Frequently,27,3,3,3,3,Manufacturing Director,1,10820,8,No,3,1,18,1,3,8,0,1
39,Yes,Travel_Frequently,2,3,1,3,4,Healthcare Representative,4,12169,7,No,4,3,21,4,3,18,11,5
40,No,Travel_Rarely,14,3,3,2,5,Research Director,3,19626,1,No,1,0,21,2,4,20,4,9
21,No,Travel_Rarely,1,1,4,2,1,Research Scientist,2,2070,1,Yes,3,0,2,6,4,2,2,2
39,No,Non-Travel,9,3,3,3,2,Laboratory Technician,2,6782,9,No,3,0,9,2,2,5,0,3
36,No,Non-Travel,18,4,1,3,2,Manufacturing Director,4,7779,2,No,1,0,18,0,3,11,0,9
31,No,Travel_Frequently,20,3,3,4,1,Sales Representative,4,2791,0,No,1,1,3,4,3,2,2,2
28,No,Travel_Rarely,2,1,1,2,1,Research Scientist,2,3201,0,No,1,0,6,2,1,5,0,4
35,No,Travel_Frequently,11,2,4,3,2,Sales Executive,4,4968,1,No,4,1,5,3,3,5,0,2
49,No,Travel_Rarely,8,4,4,2,4,Sales Executive,2,13120,6,No,2,1,22,3,3,9,2,3
34,No,Travel_Frequently,2,2,4,3,2,Manufacturing Director,3,4033,2,No,4,0,5,3,2,3,0,2
29,No,Travel_Frequently,10,3,4,3,1,Research Scientist,2,3291,0,No,4,2,8,2,2,7,1,1
42,No,Travel_Rarely,29,3,2,1,2,Laboratory Technician,4,4272,4,No,1,0,16,3,3,1,0,0
29,No,Travel_Rarely,8,1,2,2,2,Manufacturing Director,4,5056,1,Yes,3,1,10,2,2,10,1,2
38,No,Travel_Rarely,1,3,3,4,1,Human Resources,3,2844,1,No,4,1,7,2,4,7,5,0
28,No,Travel_Frequently,6,3,3,2,1,Research Scientist,3,2703,1,Yes,4,1,3,2,3,3,0,2
18,Yes,Non-Travel,8,1,3,3,1,Laboratory Technician,3,1904,1,No,4,0,0,0,3,0,0,0
33,Yes,Travel_Rarely,9,4,1,3,2,Sales Executive,1,8224,0,Yes,1,0,6,3,3,5,0,3
41,No,Travel_Rarely,12,4,2,3,1,Laboratory Technician,4,4766,3,Yes,1,1,6,4,3,1,0,0
31,Yes,Travel_Frequently,15,3,3,3,1,Laboratory Technician,3,2610,1,No,3,1,2,5,2,2,2,2
37,No,Travel_Rarely,25,2,3,2,2,Healthcare Representative,4,5731,7,No,3,2,9,2,3,6,1,3
27,No,Travel_Rarely,6,3,4,2,1,Research Scientist,3,2539,1,No,3,1,4,0,3,4,2,2
34,No,Travel_Rarely,9,1,2,3,2,Sales Executive,3,5714,1,No,1,0,6,3,2,6,1,3
35,No,Travel_Rarely,8,4,3,3,1,Human Resources,3,4323,1,No,2,0,6,2,1,5,1,4
29,Yes,Travel_Rarely,23,1,4,2,3,Sales Executive,1,7336,1,No,1,1,11,3,1,11,3,10
40,No,Travel_Frequently,9,4,2,3,3,Research Director,3,13499,9,No,3,0,20,3,2,18,2,13
42,Yes,Travel_Frequently,12,3,3,3,4,Sales Executive,1,13758,0,Yes,2,0,22,2,2,21,13,14
42,No,Travel_Rarely,4,4,2,3,2,Sales Executive,1,5155,7,No,4,0,9,3,4,6,1,5
35,No,Travel_Rarely,1,4,4,2,1,Laboratory Technician,3,2258,6,No,2,1,10,2,3,8,1,7
24,No,Travel_Rarely,24,3,4,3,1,Laboratory Technician,2,3597,8,No,4,0,6,2,3,4,1,2
28,Yes,Travel_Rarely,12,1,3,3,1,Laboratory Technician,4,2515,1,Yes,4,0,1,4,2,1,0,0
26,No,Travel_Rarely,3,4,1,4,1,Laboratory Technician,4,4420,1,No,2,1,8,2,3,8,0,7
30,No,Travel_Rarely,10,3,3,2,2,Sales Executive,3,6578,1,No,1,1,10,3,3,10,1,4
40,No,Travel_Frequently,26,2,3,2,2,Research Scientist,4,4422,3,Yes,4,1,16,3,1,1,0,0
35,No,Travel_Rarely,2,3,3,2,3,Manufacturing Director,2,10274,2,No,2,1,15,2,4,7,6,4
34,No,Travel_Frequently,1,3,4,2,2,Healthcare Representative,1,5343,0,No,3,0,14,3,3,13,4,9
35,No,Travel_Frequently,4,4,4,2,1,Laboratory Technician,4,2376,1,No,2,1,2,2,4,2,2,2
43,Yes,Travel_Rarely,9,3,1,1,2,Sales Executive,3,5346,8,No,2,0,7,2,2,4,1,3
32,No,Non-Travel,2,1,3,3,1,Sales Representative,1,2827,1,No,3,3,1,3,3,1,0,0
56,No,Travel_Rarely,4,4,4,3,5,Manager,1,19943,4,No,4,1,28,2,3,5,4,2
29,No,Travel_Rarely,6,1,2,3,1,Laboratory Technician,4,3131,1,No,1,1,10,5,3,10,0,8
19,No,Travel_Rarely,9,2,3,3,1,Research Scientist,1,2552,1,No,3,0,1,4,3,1,0,0
45,No,Travel_Rarely,7,3,1,3,1,Research Scientist,3,4477,4,Yes,3,1,7,2,2,3,0,2
37,No,Travel_Rarely,1,3,4,2,2,Manufacturing Director,4,6474,1,No,2,1,14,2,2,14,3,11
20,No,Travel_Rarely,3,3,1,2,1,Laboratory Technician,3,3033,1,No,1,0,2,2,2,2,1,2
44,Yes,Travel_Rarely,10,4,3,3,1,Research Scientist,3,2936,1,Yes,3,0,6,4,3,6,0,2
53,No,Travel_Rarely,7,2,4,3,5,Manager,3,18606,3,No,2,1,26,6,3,7,4,7
29,No,Travel_Rarely,15,1,2,1,1,Research Scientist,4,2168,0,Yes,1,1,6,2,2,5,1,3
22,Yes,Travel_Frequently,3,4,3,2,1,Research Scientist,4,2853,0,Yes,2,1,1,5,3,0,0,0
46,No,Travel_Rarely,2,3,3,3,4,Manager,1,17048,8,No,1,0,28,2,3,26,15,9
44,No,Non-Travel,17,3,4,1,1,Research Scientist,3,2290,2,No,4,0,6,3,3,0,0,0
33,No,Travel_Rarely,2,3,2,3,1,Human Resources,3,3600,1,No,4,1,5,2,3,5,1,4
41,Yes,Non-Travel,5,2,1,2,1,Research Scientist,1,2107,6,No,1,1,5,2,1,1,0,0
30,No,Travel_Rarely,29,4,3,3,2,Sales Executive,1,4115,8,No,3,3,8,3,3,4,0,3
40,No,Travel_Frequently,2,4,2,3,2,Sales Executive,2,4327,5,No,4,3,5,2,3,0,0,0
50,No,Travel_Frequently,2,3,4,3,4,Manager,1,17856,2,No,3,1,32,3,3,2,2,2
28,No,Travel_Rarely,19,4,4,2,1,Laboratory Technician,1,3196,1,No,3,3,6,2,3,6,3,3
46,No,Travel_Rarely,15,2,4,3,5,Research Director,2,19081,5,No,1,1,25,2,3,4,0,3
35,No,Travel_Rarely,17,4,3,3,2,Sales Executive,1,8966,3,Yes,4,3,15,2,3,7,1,7
24,Yes,Travel_Rarely,17,2,4,3,1,Laboratory Technician,2,2210,1,No,1,1,1,3,1,1,0,0
33,No,Travel_Frequently,25,3,2,3,2,Sales Executive,3,4539,1,No,1,1,10,3,2,10,0,1
36,No,Travel_Rarely,6,4,3,1,1,Laboratory Technician,3,2741,1,No,3,1,7,4,3,7,1,7
30,No,Travel_Rarely,7,4,3,3,2,Laboratory Technician,3,3491,1,No,1,3,10,4,2,10,8,9
44,No,Travel_Rarely,29,4,4,3,2,Research Scientist,4,4541,1,No,2,0,20,3,3,20,13,17
20,No,Travel_Rarely,21,3,3,4,1,Sales Representative,4,2678,1,No,4,0,2,2,3,2,2,2
46,No,Travel_Rarely,2,4,4,3,2,Manufacturing Director,4,7379,2,No,3,1,12,3,2,6,1,4
42,No,Non-Travel,2,5,4,4,2,Human Resources,1,6272,7,No,1,1,10,3,4,4,0,3
60,No,Travel_Rarely,7,4,2,4,2,Sales Executive,4,5220,0,Yes,2,1,12,3,3,11,1,9
32,No,Travel_Frequently,13,3,3,2,1,Laboratory Technician,2,2743,1,No,3,1,2,2,3,2,2,2
32,No,Travel_Frequently,2,2,4,3,2,Research Scientist,3,4998,4,Yes,4,0,10,2,3,8,0,7
36,No,Travel_Rarely,1,3,3,1,3,Manufacturing Director,1,10252,2,Yes,3,1,17,2,3,7,7,7
33,No,Travel_Rarely,9,3,1,3,1,Research Scientist,4,2781,0,No,2,1,15,5,3,14,4,10
40,No,Travel_Rarely,10,3,2,2,2,Sales Executive,2,6852,7,No,2,1,7,2,4,5,1,3
25,No,Travel_Rarely,10,4,3,3,2,Sales Executive,4,4950,0,No,2,0,5,4,3,4,1,1
30,No,Travel_Rarely,1,3,4,3,1,Research Scientist,2,3579,0,Yes,1,1,12,2,3,11,5,7
42,No,Travel_Frequently,26,5,1,3,3,Research Director,1,13191,3,Yes,3,0,20,6,3,1,0,0
35,No,Non-Travel,8,2,3,2,3,Sales Executive,4,10377,4,Yes,2,1,16,6,2,13,4,12
27,No,Travel_Rarely,14,3,1,3,1,Research Scientist,1,2235,1,Yes,4,2,9,3,2,9,6,8
54,No,Travel_Frequently,1,4,4,3,3,Manufacturing Director,3,10502,7,No,1,1,33,2,1,5,1,4
44,No,Travel_Rarely,2,1,1,4,1,Research Scientist,4,2011,1,No,4,1,10,5,3,10,7,7
19,Yes,Non-Travel,10,3,1,2,1,Research Scientist,2,1859,1,Yes,2,0,1,2,4,1,0,0
29,No,Travel_Rarely,1,3,1,3,1,Research Scientist,4,3760,1,No,1,3,3,5,3,3,1,2
54,No,Travel_Rarely,3,3,4,3,4,Research Director,4,17779,3,No,1,0,36,2,3,10,0,9
31,No,Travel_Rarely,11,2,3,3,2,Healthcare Representative,1,6833,1,Yes,4,0,6,2,2,6,0,1
31,No,Travel_Rarely,24,3,3,2,2,Healthcare Representative,1,6812,1,No,2,0,10,2,3,10,1,8
59,No,Travel_Rarely,3,3,3,2,2,Sales Executive,4,5171,5,No,4,0,13,2,3,6,0,5
43,No,Travel_Rarely,3,3,3,1,5,Research Director,4,19740,3,No,2,1,25,2,3,8,0,7
49,No,Travel_Rarely,4,2,1,2,5,Manager,3,18711,2,No,3,1,23,2,4,1,0,0
36,No,Travel_Frequently,3,3,3,3,1,Research Scientist,2,3692,1,No,3,0,12,2,2,11,0,7
48,No,Travel_Rarely,2,2,4,4,1,Laboratory Technician,2,2559,5,No,3,0,7,4,2,1,0,0
27,No,Travel_Rarely,4,2,1,3,1,Research Scientist,3,2517,1,No,2,3,5,2,3,5,0,3
29,No,Travel_Rarely,7,3,3,3,2,Healthcare Representative,4,6623,1,Yes,2,2,6,2,3,6,1,0
48,No,Travel_Rarely,1,3,4,2,5,Research Director,4,18265,6,No,3,0,25,3,4,1,0,0
29,No,Travel_Rarely,1,3,4,2,4,Research Director,4,16124,3,No,2,2,9,2,2,7,1,7
34,No,Travel_Rarely,20,3,3,4,1,Research Scientist,3,2585,0,No,4,0,2,5,2,1,0,0
44,No,Travel_Rarely,5,3,2,3,5,Manager,2,18213,7,No,3,1,26,5,3,22,3,10
33,No,Travel_Rarely,10,5,4,4,3,Sales Executive,3,8380,0,Yes,4,2,10,3,3,9,0,8
19,No,Travel_Rarely,25,3,2,4,1,Research Scientist,4,2994,1,Yes,4,0,1,2,3,1,0,1
23,No,Travel_Rarely,1,2,4,3,1,Research Scientist,3,1223,1,No,4,1,1,2,3,1,0,1
25,Yes,Travel_Frequently,24,1,3,1,1,Sales Representative,4,1118,1,Yes,4,0,1,4,3,1,1,0
26,No,Travel_Rarely,4,2,3,3,1,Research Scientist,4,2875,1,Yes,2,0,8,2,2,8,2,2
45,Yes,Travel_Rarely,2,3,1,1,5,Manager,2,18824,2,Yes,1,0,26,2,3,24,1,11
55,No,Non-Travel,8,1,4,2,4,Healthcare Representative,2,13577,1,Yes,4,1,34,3,3,33,15,0
21,Yes,Travel_Frequently,10,2,1,2,1,Laboratory Technician,3,2625,1,No,3,0,2,2,1,2,2,2
46,No,Travel_Rarely,4,2,4,2,5,Manager,2,18789,2,No,3,1,26,2,3,11,0,8
34,No,Travel_Rarely,2,3,3,3,2,Sales Executive,1,4538,0,Yes,4,0,4,3,3,3,0,2
51,No,Travel_Frequently,9,3,4,3,5,Manager,2,19847,4,Yes,1,1,31,5,2,29,11,10
59,No,Travel_Rarely,18,4,4,3,3,Manufacturing Director,4,10512,6,No,4,0,25,6,2,9,5,4
34,No,Travel_Frequently,19,3,3,3,2,Laboratory Technician,2,4444,4,No,3,2,15,2,4,11,5,10
28,No,Travel_Frequently,1,4,4,3,1,Laboratory Technician,3,2154,0,Yes,3,0,5,2,2,4,0,2
44,No,Travel_Rarely,4,2,3,4,5,Manager,1,19190,1,No,4,2,26,4,2,25,14,13
34,No,Travel_Frequently,11,3,3,2,2,Human Resources,2,4490,4,No,4,2,14,5,4,10,1,8
35,No,Travel_Rarely,6,1,3,3,1,Research Scientist,3,3506,0,Yes,4,0,4,3,3,3,2,2
42,No,Travel_Rarely,7,4,2,4,2,Research Scientist,2,2372,6,Yes,4,0,18,2,3,1,0,0
43,No,Travel_Rarely,4,4,4,2,3,Sales Executive,4,10231,3,No,4,0,23,3,4,21,15,17
36,No,Travel_Rarely,2,4,3,3,2,Manufacturing Director,2,5410,9,Yes,4,0,18,2,3,16,5,12
44,Yes,Travel_Rarely,15,3,1,3,3,Healthcare Representative,4,7978,1,No,4,1,10,2,3,10,0,5
28,No,Travel_Frequently,2,3,4,2,1,Laboratory Technician,4,3867,1,Yes,2,1,2,2,3,2,2,2
51,No,Travel_Frequently,6,2,2,2,1,Laboratory Technician,3,2838,0,No,2,0,8,6,2,7,7,7
30,No,Non-Travel,9,2,3,3,2,Manufacturing Director,3,4695,7,Yes,3,0,10,3,3,8,1,7
29,Yes,Travel_Rarely,7,3,2,3,1,Laboratory Technician,3,3339,3,Yes,1,2,10,2,3,7,7,7
28,No,Travel_Rarely,1,3,4,3,1,Research Scientist,1,2080,2,No,2,0,5,2,2,3,1,2
25,No,Travel_Rarely,1,3,4,3,1,Research Scientist,2,2096,1,No,4,0,2,3,2,2,2,1
32,No,Travel_Rarely,8,3,3,4,2,Sales Executive,4,6209,1,No,3,2,10,4,4,10,0,8
45,No,Travel_Frequently,25,3,2,3,5,Manager,2,18061,3,No,3,0,22,4,3,0,0,0
39,No,Travel_Rarely,13,4,3,2,4,Manager,2,17123,6,Yes,4,2,21,4,3,19,15,2
58,No,Travel_Rarely,23,4,1,3,1,Research Scientist,3,2372,1,No,4,2,2,3,3,2,2,2
32,Yes,Travel_Rarely,7,2,4,3,2,Laboratory Technician,3,4883,1,No,1,1,10,3,3,10,1,1
39,Yes,Travel_Rarely,23,3,3,3,1,Research Scientist,1,3904,0,No,1,0,6,2,3,5,0,3
30,No,Travel_Rarely,6,3,1,2,2,Laboratory Technician,4,4627,0,No,1,1,10,6,3,9,6,7
36,No,Travel_Rarely,10,4,4,3,3,Healthcare Representative,3,7094,3,No,1,0,10,0,3,7,1,7
46,No,Travel_Rarely,1,2,4,3,1,Human Resources,1,3423,6,No,3,0,10,3,4,7,5,7
28,No,Non-Travel,1,3,3,1,2,Laboratory Technician,4,6674,0,No,1,3,10,6,3,9,7,5
50,No,Travel_Rarely,28,3,4,3,4,Research Director,1,16880,4,Yes,2,0,25,2,3,3,1,2
40,Yes,Travel_Rarely,25,4,4,2,3,Sales Executive,2,9094,2,Yes,3,0,9,2,3,5,1,0
52,Yes,Travel_Rarely,5,3,2,3,3,Sales Executive,2,8446,9,Yes,3,0,10,2,2,8,7,7
30,No,Travel_Rarely,17,4,2,3,3,Manager,1,11916,1,Yes,4,2,9,2,3,9,0,8
39,No,Travel_Rarely,18,2,1,3,2,Manufacturing Director,3,4534,0,No,1,0,9,6,3,8,1,7
31,No,Non-Travel,2,4,4,3,3,Sales Executive,3,9852,1,Yes,1,1,10,5,2,10,9,6
41,No,Non-Travel,10,2,3,1,2,Sales Executive,2,6151,1,No,1,0,19,4,3,19,11,9
31,Yes,Travel_Frequently,1,3,4,3,1,Sales Representative,2,2302,1,Yes,1,0,3,2,4,3,2,2
44,Yes,Travel_Rarely,3,3,1,3,1,Laboratory Technician,1,2362,4,No,3,0,10,4,4,3,1,2
42,No,Non-Travel,2,1,3,3,4,Manager,3,17861,0,Yes,4,0,21,3,2,20,2,10
55,No,Travel_Rarely,2,2,4,1,5,Manager,3,19187,4,No,4,1,23,5,3,19,9,11
56,No,Travel_Rarely,8,4,4,3,5,Manager,2,19717,6,No,1,0,36,4,3,7,7,7
40,No,Non-Travel,16,2,3,3,1,Research Scientist,3,3544,9,No,2,1,6,0,3,4,0,0
34,No,Travel_Rarely,9,3,4,3,3,Healthcare Representative,4,8500,0,No,4,1,10,0,2,9,1,6
40,No,Travel_Rarely,2,3,3,3,2,Research Scientist,4,4661,1,No,3,0,9,4,3,9,8,8
41,No,Travel_Frequently,1,3,3,3,2,Sales Executive,1,4103,0,No,4,1,10,2,3,9,1,7
35,No,Travel_Frequently,4,4,3,3,2,Research Scientist,3,4249,1,Yes,2,0,9,3,3,9,1,1
51,No,Travel_Rarely,5,3,3,3,4,Manager,2,14026,1,Yes,2,1,33,2,3,33,0,10
38,No,Travel_Rarely,2,2,2,3,2,Sales Executive,1,6893,3,No,4,1,11,3,3,7,1,7
34,No,Travel_Rarely,15,2,3,3,2,Sales Executive,1,6125,1,No,4,0,10,6,4,10,9,6
25,No,Travel_Rarely,19,1,4,3,1,Laboratory Technician,4,3669,3,No,3,3,7,6,2,3,1,2
58,Yes,Travel_Rarely,7,4,3,2,3,Manufacturing Director,1,10008,7,Yes,4,0,31,0,2,10,5,9
40,No,Travel_Rarely,1,4,2,3,1,Laboratory Technician,2,2387,3,No,3,1,7,3,3,4,0,3
36,No,Travel_Frequently,7,3,1,4,2,Sales Executive,1,4639,2,No,4,1,17,2,2,15,6,13
48,No,Travel_Rarely,4,3,4,3,3,Manufacturing Director,4,7898,1,No,3,0,11,2,3,10,0,8
27,No,Travel_Rarely,11,3,3,4,1,Sales Representative,4,2534,8,No,2,1,5,4,3,1,0,0
51,No,Travel_Rarely,11,2,4,2,4,Manufacturing Director,2,13142,3,No,2,0,29,1,2,5,0,3
18,No,Non-Travel,1,3,4,3,1,Laboratory Technician,4,1611,1,No,3,0,0,5,4,0,0,0
35,No,Travel_Rarely,1,3,4,2,2,Laboratory Technician,4,5363,0,No,2,1,10,0,3,9,0,0
27,No,Travel_Frequently,2,1,4,1,2,Sales Executive,4,5071,3,No,2,0,8,3,3,6,0,0
55,Yes,Travel_Rarely,13,4,1,4,4,Sales Executive,3,13695,6,Yes,3,0,24,2,2,19,3,8
56,No,Travel_Rarely,23,3,4,3,4,Manufacturing Director,2,13402,4,Yes,1,1,33,0,3,19,15,9
34,No,Non-Travel,26,1,1,2,1,Research Scientist,3,2029,1,No,3,3,5,2,3,5,0,0
40,No,Travel_Rarely,2,1,2,4,2,Healthcare Representative,3,6377,5,No,2,3,15,0,3,12,11,8
34,No,Travel_Rarely,29,3,2,3,2,Laboratory Technician,3,5429,4,No,1,2,10,1,3,8,7,7
